,Unnamed: 0,apartment_id,site_id,building_id,plan_id,floor_id,unit_id,area_id,unit_usage,entity_type,entity_subtype,geom,elevation,height,zoning,roomtype
562,562,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((9.4232958764341070 9.4674395821358583, 9.6659640823092676 9.7666010988914937, 15.9185799797351422 4.6947218735494971, 15.6759117738599940 4.3955603567938510, 9.4232958764341070 9.4674395821358583))",8.7,2.6,Structure,Structure
563,563,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((6.0785048137360498 2.0621115462393256, 6.1351273951069167 2.1319159001489716, 7.5711026755340018 0.9671085119482790, 7.5144800941631349 0.8973041580386294, 6.0785048137360498 2.0621115462393256))",8.7,2.6,Structure,Structure
564,564,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((0.9732311358883239 -2.0303640907538245, 1.1107431192175730 -1.8608392312589608, 4.4713241574392963 -4.5868120772564254, 4.3338121741100473 -4.7563369367512891, 0.9732311358883239 -2.0303640907538245))",8.7,2.6,Structure,Structure
565,565,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((5.4539475056375650 3.4119359050910845, 5.3811470438750213 3.3221874500643942, 4.1047245723842769 4.3575717951316797, 4.1775250341468206 4.4473202501583735, 5.4539475056375650 3.4119359050910845))",8.7,2.6,Structure,Structure
566,566,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((5.1330431210391954 2.8124998740895926, 5.1896657024100623 2.8823042279992421, 5.2794141574367552 2.8095037662366984, 5.2227915760658883 2.7396994123270488, 5.1330431210391954 2.8124998740895926))",8.7,2.6,Structure,Structure
567,567,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((11.9162240790305614 0.0052048878092670, 11.8676904378555346 -0.0546274155418587, 8.7264945119212829 2.4933887461471649, 8.7750281530963097 2.5532210494982905, 11.9162240790305614 0.0052048878092670))",8.7,2.6,Structure,Structure
568,568,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((1.2155564571457331 -2.0781276190563851, 1.0460315976508694 -1.9406156357271342, 10.0894667365979416 9.2081368886998263, 10.2589915960928071 9.0706249053705754, 1.2155564571457331 -2.0781276190563851))",8.7,2.6,Structure,Structure
569,569,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((8.2421757338847161 -4.7687541064873429, 7.9430142171290736 -4.5260859006121983, 15.5870627021961461 4.8975018771905567, 15.8862242189517886 4.6548336713154086, 8.2421757338847161 -4.7687541064873429))",8.7,2.6,Structure,Structure
570,570,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((6.1594730492616847 -2.5668085333470465, 6.0866725874991410 -2.6565569883737403, 2.8258120548626318 -0.0114735443346596, 2.8986125166251755 0.0782749106920342, 6.1594730492616847 -2.5668085333470465))",8.7,2.6,Structure,Structure
571,571,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((6.0298363920009059 -2.4616523108011528, 6.3289979087565484 -2.7043205166762974, 3.9669136490237573 -5.6162994769932784, 3.6677521322676432 -5.3736312711187155, 6.0298363920009059 -2.4616523108011528))",8.7,2.6,Structure,Structure
572,572,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((2.2024071610379892 -0.8615374509167673, 2.2590297424088561 -0.7917330970071177, 2.4185825513451995 -0.9211561401405284, 2.3619599699743326 -0.9909604940501779, 2.2024071610379892 -0.8615374509167673))",8.7,2.6,Structure,Structure
573,573,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((5.9561365468755216 -2.9805418244620014, 6.1988047527506662 -2.6813803077063589, 8.4425161284179886 -4.5013918517699469, 8.1998479225428440 -4.8005533685255894, 5.9561365468755216 -2.9805418244620014))",8.7,2.6,Structure,Structure
574,574,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((10.1920430594061973 0.9573894923007522, 10.1435094182311651 0.8975571889496230, 8.4981210760751278 2.2322323212629200, 8.5466547172501599 2.2920646246140493, 10.1920430594061973 0.9573894923007522))",8.7,2.6,Structure,Structure
575,575,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((6.4598823440676512 1.8188868416190722, 6.5296866979773007 1.7622642602482053, 4.2162498019675834 -1.0897421994889243, 4.1464454480579329 -1.0331196181180573, 6.4598823440676512 1.8188868416190722))",8.7,2.6,Structure,Structure
576,576,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((10.7233836495169843 -1.4245645627846635, 10.6020495465794120 -1.5741453211624865, 7.4708256712036807 0.9657819003306969, 7.5921597741412530 1.1153626587085199, 10.7233836495169843 -1.4245645627846635))",8.7,2.6,Structure,Structure
577,577,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((12.4541693305850991 7.1907810579558635, 12.5738339372873558 7.0937137756058064, 7.5748688962593675 0.9309865304395615, 7.4552042895571109 1.0280538127896186, 12.4541693305850991 7.1907810579558635))",8.7,2.6,Structure,Structure
578,578,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((1.4721765484321327 -2.0878860554875374, 1.4322883461980469 -2.0555302947041838, 2.3786943491111137 -0.8888003793571748, 2.4185825513451995 -0.9211561401405284, 1.4721765484321327 -2.0878860554875374))",8.7,2.6,Structure,Structure
579,579,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((1.2099071260576828 -2.0239446467933035, 1.3069744084077417 -1.9042800400910487, 3.9395957558574004 -4.0397602517923250, 3.8425284735073415 -4.1594248584945817, 1.2099071260576828 -2.0239446467933035))",8.7,2.6,Structure,Structure
580,580,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((9.5210937614761058 3.4525887101279018, 9.4563822399094022 3.3728123056597319, 7.0431460047472143 5.3303358330525690, 7.1078575263139196 5.4101122375207389, 9.5210937614761058 3.4525887101279018))",8.7,2.6,Structure,Structure
581,581,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((5.2838267306139697 5.8315521674301714, 5.4134633878747476 5.7263959448842741, 4.2486559996740496 4.2904206644571872, 4.1190193424132717 4.3955768870030845, 5.2838267306139697 5.8315521674301714))",8.7,2.6,Structure,Structure
582,582,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((4.1109304022174333 4.3856048364445606, 4.1707627055685617 4.3370711952695302, 4.0979622438060179 4.2473227402428400, 4.0381299404548896 4.2958563814178703, 4.1109304022174333 4.3856048364445606))",8.7,2.6,Structure,Structure
583,583,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,separator,WALL,"POLYGON ((10.3425232011468573 1.2651964479973365, 10.4023555044979865 1.2166628068223098, 10.1515983584270035 0.9075292395081433, 10.0917660550758761 0.9560628806831701, 10.3425232011468573 1.2651964479973365))",8.7,2.6,Structure,Structure
584,584,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,opening,DOOR,"POLYGON ((3.0234330544890007 -0.1754960596270863, 3.0998735393396686 -0.0812601818490641, 3.8577493817872970 -0.6960196367327640, 3.7813088969366291 -0.7902555145107861, 3.0234330544890007 -0.1754960596270863))",8.7,2.0,Door,Door
585,585,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,opening,ENTRANCE_DOOR,"POLYGON ((3.0398061226966968 0.1621459570277075, 2.8618050202270879 0.3065335395234179, 3.4442087143274360 1.0245211797369613, 3.6222098167970449 0.8801335972412510, 3.0398061226966968 0.1621459570277075))",8.7,2.0,Entrance Door,Entrance Door
586,586,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,opening,WINDOW,"POLYGON ((13.2665808841094517 6.3375159060719604, 13.5213825002783565 6.6516354986653887, 14.8576372751202292 5.5677175124230729, 14.6028356589513244 5.2535979198296445, 13.2665808841094517 6.3375159060719604))",9.2,1.9,Window,Window
587,587,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,opening,DOOR,"POLYGON ((4.9775349937746292 -4.3856917156547741, 4.6634154011812043 -4.1308900994858710, 5.3024416766524194 -3.3430981053626780, 5.6165612692458442 -3.5978997215315811, 4.9775349937746292 -4.3856917156547741))",8.7,2.0,Door,Door
588,588,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,opening,DOOR,"POLYGON ((8.9206245839360605 2.5839202410953668, 8.7949767468986924 2.6858408875629252, 9.3045799792364967 3.3140800727497748, 9.4302278162738666 3.2121594262822164, 8.9206245839360605 2.5839202410953668))",8.7,2.0,Door,Door
589,589,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,opening,WINDOW,"POLYGON ((10.3946303232552779 8.6671306824733527, 10.6494319394241828 8.9812502750667811, 11.9856867142660555 7.8973322888244688, 11.7308850980971506 7.5832126962310404, 10.3946303232552779 8.6671306824733527))",9.2,1.9,Window,Window
590,590,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,opening,DOOR,"POLYGON ((6.5457756254522792 1.6801862481871943, 6.6052293358916891 1.7534808197923262, 7.2434405716370609 1.2357886472586834, 7.1839868611976510 1.1624940756535516, 6.5457756254522792 1.6801862481871943))",8.7,2.0,Door,Door
591,591,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,opening,DOOR,"POLYGON ((7.7639061359312009 1.1579170112267967, 7.6382582988938328 1.2598376576943586, 8.0912389498607702 1.8182724889715622, 8.2168867868981401 1.7163518425040003, 7.7639061359312009 1.1579170112267967))",8.7,2.0,Door,Door
592,592,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,opening,DOOR,"POLYGON ((8.6470283566299990 4.0260220514109157, 8.7149754542750397 4.1097872761024945, 9.3432146394618893 3.6001840437646919, 9.2752675418168486 3.5164188190731132, 8.6470283566299990 4.0260220514109157))",8.7,2.0,Door,Door
593,593,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,opening,WINDOW,"POLYGON ((7.3162407682460788 -4.0962056692107218, 7.5710423844149801 -3.7820860766172988, 8.1793374684847873 -4.2755114285634281, 7.9245358523158860 -4.5896310211568512, 7.3162407682460788 -4.0962056692107218))",9.2,1.9,Window,Window
594,594,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,opening,DOOR,"POLYGON ((5.6120891049732311 3.3332580346375273, 5.4340880025036213 3.4776456171332377, 5.9275133544497507 4.0859407012030431, 6.1055144569193587 3.9415531187073292, 5.6120891049732311 3.3332580346375273))",8.7,2.0,Door,Door
595,595,0a2b42654c569c50872f8fb7ac883782,1042,2144,5946,9708,35689.0,,RESIDENTIAL,opening,DOOR,"POLYGON ((7.3148550016742853 -4.0857664051703360, 6.1654535225157190 -3.1534165568257926, 6.4111403068767832 -2.8505337346150874, 7.5605417860353494 -3.7828835829596308, 7.3148550016742853 -4.0857664051703360))",8.7,2.0,Door,Door
596,596,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,447007.0,RESIDENTIAL,area,LIVING_ROOM,"POLYGON ((-2.0945565368074561 -6.1400418954720877, -1.9963892764643481 -6.2196713652029771, -2.0044782166601864 -6.2296434157614993, 1.0784386511650430 -8.7303858685029869, 1.0865275913608814 -8.7204138179444648, 1.1647507505869470 -8.7838654072836775, 1.1566618103911086 -8.7938374578421996, 1.8447332989290874 -9.3519743313550343, -0.0271717893804588 -11.6596601009915215, -1.3543747311698064 -11.4720088404848610, -1.3665211025382229 -11.5579166024082447, -1.5757971589569628 -11.8159122563221395, -2.3121756550454426 -11.2185906140576073, -2.0290627481911070 -10.8695688445093559, -2.0804762462258206 -10.8278642113026731, -2.3635891530801563 -11.1768859808509227, -3.8777875927333074 -9.9486270033110138, -3.5865857456831334 -9.5896331832042421, -4.3743777398063273 -8.9506069077330270, -2.0945565368074561 -6.1400418954720877))",8.7,2.6,Zone2,Livingroom
597,597,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,446977.0,RESIDENTIAL,area,BALCONY,"POLYGON ((-14.9019289707545006 -4.6462134859437878, -14.8827611346775228 -4.6617616902775278, -13.2232684623032064 -2.6159380805385268, -13.2391822985306717 -2.6030293945290772, -12.4450899842905542 -2.1637192638046336, -12.0172015834642458 -3.2253198106851890, -14.3493585921105602 -6.1004044370490682, -14.3792747437861230 -6.0761376164615548, -14.4278083849611516 -6.1359699198126840, -15.1733145967443441 -5.5312442290080988, -14.9019289707545006 -4.6462134859437878))",8.7,2.6,Zone4,Balcony
598,598,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,446962.0,RESIDENTIAL,area,KITCHEN,"POLYGON ((-1.1157947731110367 -4.9334237778909937, -0.7268848013287004 -5.2488924455286838, -0.1363921670325148 -4.5209327547566200, 2.5744523396432086 -6.7198645557971091, 1.1035251562281547 -8.5332245122059049, -1.0903259666465619 -6.7536576691215071, -1.1469485480174288 -6.8234620230311567, -1.9032711452229503 -6.2099625003749495, -1.7738481020895396 -6.0504096914386061, -1.9234288604673617 -5.9290755885010320, -1.1157947731110367 -4.9334237778909937))",8.7,2.6,Zone2,Kitchen
599,599,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,446996.0,RESIDENTIAL,area,BATHROOM,"POLYGON ((-7.4335897958588895 -10.3544617940408443, -8.0968828919176197 -11.1721699398396019, -9.6908577360389430 -9.8791994407329859, -8.5353992202615778 -8.4547494561065282, -8.3060420574155849 -8.6407950806108058, -7.8773282270361618 -8.1122764010091686, -6.3531577368244889 -9.3486243187449176, -7.2659480467267095 -10.4739127866157329, -7.4155288051045307 -10.3525786836781606, -7.4236177453003682 -10.3625507342366827, -7.4335897958588895 -10.3544617940408443))",8.7,2.6,Zone3,Bathroom
600,600,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,446984.0,RESIDENTIAL,area,SHAFT,"POLYGON ((-6.9167752541513750 -11.7351990510651714, -7.1096498866239983 -11.9729750192275795, -7.8659724838295206 -11.3594754965713722, -7.6730978513568973 -11.1216995284089641, -6.9167752541513750 -11.7351990510651714))",8.7,2.6,Structure,Structure
601,601,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,446957.0,RESIDENTIAL,area,SHAFT,"POLYGON ((-8.4936945870548932 -8.4033359580718141, -8.1066853898821556 -7.9262307765048909, -7.9287417250708740 -8.0705717678024875, -8.3157509222436126 -8.5476769493694089, -8.4936945870548932 -8.4033359580718141))",8.7,2.6,Structure,Structure
602,602,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,446997.0,RESIDENTIAL,area,CORRIDOR,"POLYGON ((-3.6789819138752415 -5.4639812356321542, -2.5558791588812273 -4.0794194532397796, -1.4405627415689333 -4.9841208229461600, -5.4595060866730112 -9.9386767052892075, -8.0407139360879558 -7.8449011267946140, -5.8498710752433043 -5.1440286706774110, -4.4353931411753660 -6.2913982462589395, -4.4515710215670419 -6.3113423473759838, -4.3802134224152871 -6.3692248609743416, -3.6590378127581991 -5.4801591160238292, -3.6789819138752415 -5.4639812356321542))",8.7,2.6,Zone2,Corridor
603,603,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,446955.0,RESIDENTIAL,area,ROOM,"POLYGON ((-1.6175017921636470 -11.8673257543568536, -3.8487893539874891 -14.6180584632666619, -6.9385717818870276 -12.1117469347843212, -4.4160823730130110 -9.0020204057677411, -3.6797038769245312 -9.5993420480322733, -3.9292010907680215 -9.9069223701043310, -3.9491451918850640 -9.8907444897126542, -3.9908498250917481 -9.9421579877473683, -3.9709057239747056 -9.9583358681390450, -3.9789946641705436 -9.9683079186975654, -3.9275811661358295 -10.0100125519042500, -3.9194922259399916 -10.0000405013457296, -1.6175017921636470 -11.8673257543568536))",8.7,2.6,Zone1,Bedroom
604,604,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,446992.0,RESIDENTIAL,area,SHAFT,"POLYGON ((-0.5253021388148511 -4.2054640871189299, -0.1977777156257501 -4.4711391813540970, -0.7384767765194153 -5.1377133235329282, -1.0660011997085164 -4.8720382292977611, -0.5253021388148511 -4.2054640871189299))",8.7,2.6,Structure,Structure
605,605,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,446960.0,RESIDENTIAL,area,SHAFT,"POLYGON ((-7.7444554505086538 -11.0638170148106045, -7.9373300829812772 -11.3015929829730126, -8.0454693938829074 -11.2138745730462848, -7.4157919908350225 -10.4376078747237191, -7.3076526799333923 -10.5253262846504470, -7.6865729369102942 -10.9924594156588480, -7.6965449874688145 -10.9843704754630096, -7.7544275010671742 -11.0557280746147661, -7.7444554505086538 -11.0638170148106045))",8.7,2.6,Structure,Structure
606,606,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,446959.0,RESIDENTIAL,area,BALCONY,"POLYGON ((-3.5480745919897401 -14.8619866013692992, -1.1400492785360012 -11.8933714811444062, -0.0319824790035463 -12.0500394066822381, -0.2953880906384239 -13.0298243358535473, -1.9387705050207336 -15.0557872094123262, -2.7952572230235111 -15.4726428189866887, -3.5480745919897401 -14.8619866013692992))",8.7,2.6,Zone4,Balcony
607,607,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,446993.0,RESIDENTIAL,area,BATHROOM,"POLYGON ((-7.6152153377585377 -11.0503419292572076, -6.2818001376727324 -9.4065068323432772, -5.5254775404672101 -10.0200063549994844, -6.8588927405530153 -11.6638414519134166, -7.6152153377585377 -11.0503419292572076))",8.7,2.6,Zone3,Bathroom
608,608,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,446987.0,RESIDENTIAL,area,STOREROOM,"POLYGON ((-3.8257265186346103 -5.3971234179722725, -3.8419043990262862 -5.4170675190893149, -3.7721000451166358 -5.4736901004601819, -4.3775106275770064 -6.2200406471071830, -5.7919885616449447 -5.0726710715256544, -5.1704000987928982 -4.3063764237616109, -3.8257265186346103 -5.3971234179722725))",8.7,2.6,Zone3,Storeroom
609,609,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,446979.0,RESIDENTIAL,area,BALCONY,"POLYGON ((2.3546610703747390 -9.2768370687091934, 2.3594600473539096 -9.2709208868724069, 1.5417519015551528 -8.6076277908136767, 2.9237007428159885 -6.9039603905486189, 3.7824200687731864 -7.6005201634774213, 3.7781897212719215 -7.6035883219077043, 3.8910390308262990 -7.7591838706841276, 3.8493204464234516 -7.9546553425256050, 3.8229476554644117 -8.0110894640087977, 3.8143432656174099 -8.0041099170755352, 2.7988496400193981 -9.2560110971003073, 2.6058275459722982 -9.4012122996072520, 2.5308756889847039 -9.3959085492147594, 2.3546610703747390 -9.2768370687091934))",8.7,2.6,Zone4,Balcony
610,610,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,446978.0,RESIDENTIAL,area,LIVING_ROOM,"POLYGON ((-8.3790955500891240 -6.1015142115694658, -8.0636268824514357 -5.7126042397871295, -7.1477514763095691 -6.4555268055767492, -9.8320196891003491 -9.7646943457637612, -14.0685879312298496 -6.3281546947600322, -11.7159662664684348 -3.4278412274724008, -8.4052454810393211 -6.1133693724906717, -8.3890676006476443 -6.0934252713736292, -8.3790955500891240 -6.1015142115694658))",8.7,2.6,Zone2,Livingroom
611,611,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-1.2922286176914692 -4.9047542607157872, -1.3892959000415273 -5.0244188674180457, -2.6258301692981858 -4.0213902831341137, -2.5287628869481278 -3.9017256764318553, -1.2922286176914692 -4.9047542607157872))",8.7,2.6,Structure,Structure
612,612,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-6.9999738511772103 -6.4583762569223371, -7.0565964325480772 -6.5281806108319884, -8.1535219939854358 -5.6383971892897904, -8.0968994126145688 -5.5685928353801391, -6.9999738511772103 -6.4583762569223371))",8.7,2.6,Structure,Structure
613,613,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-3.7302487554026467 -5.4236831911602685, -3.6604444014929971 -5.4803057725311355, -4.3803600789225943 -6.3678182722395427, -4.4501644328322438 -6.3111956908686757, -3.7302487554026467 -5.4236831911602685))",8.7,2.6,Structure,Structure
614,614,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-5.4194712279316182 -9.9724390548073600, -5.4841827494983235 -10.0522154592755335, -8.1766364002991114 -7.8682016063992251, -8.1119248787324061 -7.7884252019310551, -5.4194712279316182 -9.9724390548073600))",8.7,2.6,Structure,Structure
615,615,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-12.2240017322248633 -2.3200485986334556, -12.5032191478634616 -2.0935582731499878, -11.8350308821262544 -1.2698153590942665, -11.6813591039692888 -1.6510784253890445, -12.2240017322248633 -2.3200485986334556))",8.7,2.6,Structure,Structure
616,616,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-2.1093508858335941 -3.2827618458291070, -1.9896862791313008 -3.3798291281791233, -3.7208332035892298 -5.5139881449320676, -3.8404978102914873 -5.4169208625820069, -2.1093508858335941 -3.2827618458291070))",8.7,2.6,Structure,Structure
617,617,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-6.3436622078938516 -9.3385056116790892, -6.2738578539842003 -9.3951281930499562, -7.9806242353060544 -11.4992308608979794, -8.0504285892157057 -11.4426082795271125, -6.3436622078938516 -9.3385056116790892))",8.7,2.6,Structure,Structure
618,618,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-6.8088858312531002 -11.7056927416274057, -6.8655084126239680 -11.7754970955370553, -7.7530209123323752 -11.0555814181074599, -7.6963983309615074 -10.9857770641978103, -6.8088858312531002 -11.7056927416274057))",8.7,2.6,Structure,Structure
619,619,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-0.6784978166609781 -5.1876535534427575, -0.7270314578360066 -5.2474858567938867, -1.2056898846450359 -4.8592167273936546, -1.1571562434700073 -4.7993844240425254, -0.6784978166609781 -5.1876535534427575))",8.7,2.6,Structure,Structure
620,620,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-2.0803295897185134 -10.8292708000374738, -2.0304693369259068 -10.8697155010166639, -2.3378490643677572 -11.2486534222404782, -2.3877093171603638 -11.2082087212612862, -2.0803295897185134 -10.8292708000374738))",8.7,2.6,Structure,Structure
621,621,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-3.6540304676022171 -9.5692792398494024, -3.6041702148096100 -9.6097239408285944, -3.9277278226431362 -10.0086059631694511, -3.9775880754357433 -9.9681612621902591, -3.6540304676022171 -9.5692792398494024))",8.7,2.6,Structure,Structure
622,622,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((3.1907321058102771 -5.9617018596128091, 3.4898936225656736 -6.2043700654882574, 1.3057660471410464 -8.8969639135181069, 1.0066045303854030 -8.6542957076429623, 3.1907321058102771 -5.9617018596128091))",8.7,2.6,Structure,Structure
623,623,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-14.1994175630980628 -6.4878541602036819, -14.4786349787366646 -6.2613638347202105, -11.8820851758726107 -3.0603356054348332, -11.6028677602340089 -3.2868259309183010, -14.1994175630980628 -6.4878541602036819))",8.7,2.6,Structure,Structure
624,624,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-5.2535328817486375 -4.1219203183754285, -5.1139241739293384 -4.2351654811171642, -9.7650647865362856 -9.9690945522669878, -9.9046734943555848 -9.8558493895252521, -5.2535328817486375 -4.1219203183754285))",8.7,2.6,Structure,Structure
625,625,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-11.5915910953557262 -3.3168673898150427, -11.9250512867418994 -3.4512717554219829, -12.4770692169132644 -2.0817031122287837, -12.1436090255270948 -1.9472987466218399, -11.5915910953557262 -3.3168673898150427))",8.7,2.6,Structure,Structure
626,626,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-1.4958740979814844 -11.8820303666236438, -1.5363187989606755 -11.9318906194162508, -3.9894432363569488 -9.9420113312400602, -3.9489985353777577 -9.8921510784474531, -1.4958740979814844 -11.8820303666236438))",8.7,2.6,Structure,Structure
627,627,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-7.4334431393515832 -10.3558683827756433, -7.3835828865589761 -10.3963130837548334, -8.1277653845760884 -11.3137417351388070, -8.1776256373686955 -11.2732970341596150, -7.4334431393515832 -10.3558683827756433))",8.7,2.6,Structure,Structure
628,628,9d92e8f33f0887a400f741c843818ba8,1042,2144,5946,9708,35691.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-8.3560489667154982 -8.5989437908968149, -7.9111572559443992 -8.0504810101781370, -7.8612970031517921 -8.0909257111573289, -8.3061887139228912 -8.6393884918760069, -8.3560489667154982 -8.5989437908968149))",8.7,2.6,Structure,Structure
